REGION_CLASS	REGION_MEMBER	USED_MEMBER	USED_CLASS	SOURCE_TYPE
com.leinardi.android.speeddial.UiUtils	UiUtils()	Object()	java.lang.Object	SOURCE
com.leinardi.android.speeddial.UiUtils	getPrimaryColor(android.content.Context)	getIdentifier(java.lang.String,java.lang.String,java.lang.String)	android.content.res.Resources	SOURCE
com.leinardi.android.speeddial.UiUtils	getPrimaryColor(android.content.Context)	getResources()	android.content.Context	SOURCE
com.leinardi.android.speeddial.UiUtils	getPrimaryColor(android.content.Context)	getPackageName()	android.content.Context	SOURCE
com.leinardi.android.speeddial.UiUtils	getPrimaryColor(android.content.Context)	TypedValue()	android.util.TypedValue	SOURCE
com.leinardi.android.speeddial.UiUtils	getPrimaryColor(android.content.Context)	resolveAttribute(int,android.util.TypedValue,boolean)	android.content.res.Resources$Theme	SOURCE
com.leinardi.android.speeddial.UiUtils	getPrimaryColor(android.content.Context)	getTheme()	android.content.Context	SOURCE
com.leinardi.android.speeddial.UiUtils	getOnSecondaryColor(android.content.Context)	getIdentifier(java.lang.String,java.lang.String,java.lang.String)	android.content.res.Resources	SOURCE
com.leinardi.android.speeddial.UiUtils	getOnSecondaryColor(android.content.Context)	getResources()	android.content.Context	SOURCE
com.leinardi.android.speeddial.UiUtils	getOnSecondaryColor(android.content.Context)	getPackageName()	android.content.Context	SOURCE
com.leinardi.android.speeddial.UiUtils	getOnSecondaryColor(android.content.Context)	TypedValue()	android.util.TypedValue	SOURCE
com.leinardi.android.speeddial.UiUtils	getOnSecondaryColor(android.content.Context)	resolveAttribute(int,android.util.TypedValue,boolean)	android.content.res.Resources$Theme	SOURCE
com.leinardi.android.speeddial.UiUtils	getOnSecondaryColor(android.content.Context)	getTheme()	android.content.Context	SOURCE
com.leinardi.android.speeddial.UiUtils	getAccentColor(android.content.Context)	getIdentifier(java.lang.String,java.lang.String,java.lang.String)	android.content.res.Resources	SOURCE
com.leinardi.android.speeddial.UiUtils	getAccentColor(android.content.Context)	getResources()	android.content.Context	SOURCE
com.leinardi.android.speeddial.UiUtils	getAccentColor(android.content.Context)	getPackageName()	android.content.Context	SOURCE
com.leinardi.android.speeddial.UiUtils	getAccentColor(android.content.Context)	TypedValue()	android.util.TypedValue	SOURCE
com.leinardi.android.speeddial.UiUtils	getAccentColor(android.content.Context)	resolveAttribute(int,android.util.TypedValue,boolean)	android.content.res.Resources$Theme	SOURCE
